Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134
231000105000011,1,289,289,92,33,81,42,7,4,0,2,16,0,7,0,1,1,3,0,0,0,0,6,0,1,2,0,0,1,1,1,0,0,0,0,4,6,5,3,5,3,5,5,5,2,7,4,5,8,5,3,4,9,4,7,10,4,4,9,12,6,5,6,12,4,3,3,4,3,3,5,3,5,4,1,5,1,3,2,2,3,5,2,3,1,2,1,3,2,4,4,3,1,3,2,1,2,0,2,0,0,2,0,5,1,1,0,1,0,1,2,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231000105000012,8,501,500,202,25,147,62,3,3,6,0,37,0,4,0,11,0,1,0,0,0,0,6,0,0,1,1,0,0,0,0,2,2,0,0,11,7,7,10,8,9,7,9,5,8,5,9,9,13,9,7,4,15,8,18,8,10,10,8,9,10,12,9,7,10,7,5,8,5,6,6,5,5,4,8,8,3,5,6,9,12,11,5,4,3,6,1,5,5,1,5,3,1,2,1,4,4,6,9,4,1,3,3,3,1,3,0,3,3,0,5,0,4,1,0,2,2,0,0,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0
231000105000013,8,183,183,87,3,52,8,6,2,2,1,12,0,4,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,2,6,2,6,4,3,7,3,2,2,3,4,1,3,2,0,3,3,3,3,6,4,2,6,2,4,2,6,1,2,1,3,5,2,2,2,3,0,3,1,2,1,2,1,1,2,2,0,3,1,2,0,2,5,3,3,2,2,3,0,0,4,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
231000105000014,8,439,439,178,10,146,47,10,5,2,1,22,2,6,0,8,0,1,0,1,0,0,4,0,0,0,1,0,0,1,1,1,0,0,0,4,6,7,4,3,8,4,8,9,7,9,12,11,10,7,10,10,10,8,5,8,14,11,9,10,7,13,13,9,11,5,5,6,1,4,6,4,7,5,4,3,6,5,5,4,6,1,4,3,5,1,4,2,4,2,3,5,3,6,5,3,4,3,6,4,4,4,0,3,1,0,1,0,1,3,1,0,1,3,1,1,1,1,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
231000110000001,1,316,316,135,14,86,50,4,0,3,0,13,0,3,1,7,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,5,4,12,6,4,2,6,4,8,3,10,6,6,4,6,5,12,6,4,4,7,5,6,5,3,4,6,9,7,6,4,5,6,4,2,4,9,4,3,6,4,2,4,1,5,6,3,5,1,2,3,1,1,1,1,1,2,1,3,3,3,2,2,2,3,0,4,5,1,4,1,3,0,0,1,0,2,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231000110000002,8,152,152,67,11,55,9,2,0,0,0,3,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,3,0,4,3,5,2,3,5,1,1,4,5,2,4,0,5,6,2,3,1,2,7,2,2,6,2,3,1,2,1,1,1,0,2,1,2,1,5,2,3,1,0,1,1,3,2,0,2,2,3,0,2,0,2,3,3,0,2,0,2,0,1,0,0,1,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000001,1,349,349,131,15,94,43,7,5,4,0,26,1,6,0,13,4,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,1,0,0,2,6,4,3,4,1,5,3,6,4,5,10,6,7,7,7,7,3,9,4,4,8,11,7,6,6,8,6,6,6,4,5,3,8,1,5,4,3,7,5,6,3,8,5,4,2,4,2,5,7,3,6,6,4,3,4,2,2,2,1,0,1,2,3,2,0,1,2,0,6,2,3,3,2,1,3,4,2,1,1,3,2,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0
231010005000002,1,247,247,68,22,83,26,3,3,4,1,22,0,7,0,6,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,2,1,7,4,1,5,6,3,7,10,6,12,5,2,6,6,5,3,8,6,3,6,3,6,9,1,3,4,5,7,0,5,4,0,3,6,2,1,6,0,3,1,2,6,1,3,2,0,3,2,1,1,2,2,3,0,2,2,2,4,0,0,0,3,2,1,1,1,0,2,1,2,4,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000003,1,214,214,75,16,62,28,1,4,1,1,15,0,6,1,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,3,2,5,5,5,1,6,2,5,6,2,0,4,2,5,2,2,4,4,5,2,3,4,4,3,3,7,1,5,4,7,2,2,4,4,7,3,0,2,2,3,1,4,1,4,1,4,2,2,4,1,1,1,2,0,4,1,2,1,0,0,1,3,2,3,2,3,2,1,1,0,0,4,1,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000004,1,290,290,61,50,77,52,2,4,3,2,29,3,2,0,2,2,1,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,1,0,5,3,4,5,5,5,1,5,8,9,7,4,10,3,6,9,5,5,11,10,3,8,6,4,6,5,4,7,4,4,3,3,6,5,2,1,7,2,4,3,3,2,3,7,5,2,4,3,1,0,1,3,1,2,3,4,3,2,2,2,1,4,1,1,0,0,0,2,1,3,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
231010005000005,1,218,218,79,11,52,34,1,0,0,0,23,3,6,0,2,7,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,5,2,2,3,4,3,3,3,1,5,5,9,2,1,5,8,3,3,6,7,4,5,3,4,3,5,5,8,6,4,3,3,2,4,0,1,4,0,4,1,3,4,2,2,5,1,5,1,1,0,0,1,3,1,2,0,3,3,5,1,1,1,1,0,1,3,0,2,0,0,0,1,0,2,1,2,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231010005000006,1,368,368,127,21,117,49,8,9,1,0,23,0,2,0,10,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,1,0,2,1,8,3,6,4,4,1,8,1,7,10,8,8,8,6,4,7,8,8,10,11,11,11,5,6,3,7,6,7,5,7,5,3,4,8,6,7,5,9,6,5,7,4,4,6,6,7,5,4,3,3,0,4,0,4,2,1,1,3,1,2,3,1,3,3,1,1,3,2,3,2,1,1,2,3,0,2,1,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231010005000007,8,260,260,97,17,89,35,2,2,2,0,6,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,4,2,2,3,9,3,5,6,2,6,10,4,6,5,11,7,6,10,4,5,7,3,3,11,2,4,4,2,2,1,3,3,2,4,4,8,3,3,4,3,4,4,1,2,4,4,4,3,0,0,4,2,2,3,1,3,5,0,2,1,1,0,1,1,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231010005000008,8,341,341,119,22,129,28,2,4,2,1,13,1,5,0,9,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,8,4,10,4,6,3,3,8,5,10,8,9,4,12,6,19,7,4,7,6,9,3,10,7,2,5,4,4,6,1,5,5,3,3,3,4,3,10,2,5,2,4,6,2,4,0,4,2,2,3,3,4,4,3,4,3,6,0,3,0,3,4,3,2,2,2,1,1,1,1,1,1,1,2,1,2,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000009,8,597,593,209,5,232,55,19,1,0,1,54,0,6,0,12,2,0,0,0,1,0,22,1,2,4,1,0,4,2,1,1,3,0,3,19,17,13,10,12,5,10,12,21,18,21,13,6,11,11,8,9,8,8,14,13,9,7,7,8,7,11,8,7,6,12,4,8,9,10,7,6,13,12,14,10,6,5,8,4,7,7,3,3,2,8,4,2,4,0,3,3,2,2,2,1,5,3,2,2,8,3,5,5,1,1,1,2,1,3,0,2,4,4,0,2,3,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
231010005000010,8,383,378,126,19,119,49,16,3,5,0,27,0,8,0,8,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,8,8,6,10,4,4,11,10,5,8,9,16,8,6,7,14,11,10,4,9,5,11,9,8,9,9,6,4,2,3,4,4,5,9,4,6,5,4,6,10,1,3,6,6,2,3,4,3,0,3,0,4,2,0,4,3,1,1,0,0,1,2,1,2,2,4,2,1,1,4,2,3,0,2,3,1,2,3,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231010005000011,8,320,320,114,21,107,39,0,2,2,0,24,0,4,0,4,2,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,1,4,3,7,5,4,2,10,5,4,8,3,4,9,12,5,6,6,10,10,7,9,10,7,4,8,3,3,6,4,2,3,5,1,5,1,4,3,4,0,4,1,2,6,4,5,5,2,3,5,5,3,3,7,5,4,2,2,3,1,1,3,3,0,3,3,2,1,3,4,1,1,0,3,1,2,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
231010005000012,8,197,197,64,20,40,47,4,1,0,0,12,1,2,0,6,0,0,0,0,0,0,4,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,1,2,4,4,2,4,4,4,7,5,5,5,2,5,6,3,4,3,4,3,3,2,2,3,6,1,4,5,2,2,3,5,6,1,1,5,1,4,1,5,3,1,1,4,4,0,1,1,3,1,1,2,0,2,1,1,2,0,1,1,1,2,3,0,2,0,1,2,2,0,1,0,0,0,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000013,8,288,288,110,5,89,37,7,1,1,0,28,0,4,0,5,1,0,0,0,0,0,8,0,0,0,1,0,0,1,2,3,1,0,0,10,11,4,3,4,4,5,2,6,10,7,7,4,4,3,5,3,4,1,9,5,7,4,6,4,1,4,4,4,7,4,3,3,10,5,8,5,7,5,5,3,4,4,2,2,4,3,1,4,1,1,0,0,0,2,2,4,3,2,1,1,0,0,1,2,0,2,3,6,1,2,1,0,0,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000014,1,538,527,165,27,141,91,25,6,1,1,52,4,1,0,11,2,0,0,0,0,1,8,0,0,1,1,0,3,1,0,1,0,1,0,9,12,4,12,7,13,11,9,15,15,9,12,14,16,8,11,20,16,12,10,15,8,10,11,5,13,13,10,6,12,7,7,10,8,7,7,6,2,3,4,10,5,6,4,3,6,4,7,2,2,4,4,1,6,2,2,2,4,3,2,3,3,4,3,4,2,3,3,2,5,1,1,1,3,2,2,1,1,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231010005000015,8,216,216,85,12,63,32,5,2,1,0,10,1,0,0,1,4,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,1,1,0,2,2,2,3,5,1,2,3,4,3,3,4,3,4,3,4,6,4,4,4,4,2,3,4,4,5,8,3,4,2,2,5,1,2,2,0,5,11,5,1,3,3,1,1,4,6,2,2,3,2,6,1,0,3,3,3,2,1,0,0,2,2,1,2,1,0,0,0,1,2,0,0,2,0,1,0,2,1,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231010005000016,8,495,495,180,31,135,70,19,4,1,0,31,0,3,0,16,4,1,0,0,0,0,9,1,0,2,1,0,1,0,1,1,1,1,0,5,6,5,6,7,5,10,7,14,11,10,8,10,13,9,8,8,9,13,12,15,6,11,9,6,10,10,10,8,5,7,10,10,7,8,6,3,13,14,5,6,3,4,2,4,2,4,6,5,6,6,2,1,6,3,1,1,6,4,3,3,4,2,1,3,2,5,3,2,2,3,3,5,5,2,2,1,2,7,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
231010010000001,1,96,96,37,1,32,15,0,0,0,0,5,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,2,0,1,0,1,2,2,1,3,2,3,3,4,3,0,4,1,3,2,2,1,1,2,1,1,1,1,3,3,1,1,1,1,0,0,2,0,3,2,0,1,1,1,2,0,0,0,1,1,2,0,0,0,1,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
231010010000002,8,128,128,49,5,51,11,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,4,2,3,4,4,1,2,3,2,6,3,5,4,5,1,2,3,2,2,3,0,1,2,1,1,5,1,0,1,1,1,2,1,2,0,1,0,2,0,0,1,1,2,3,5,2,0,1,1,2,0,1,0,1,0,3,1,2,0,0,1,1,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231010010000003,8,120,120,60,1,31,7,5,0,0,1,11,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,3,2,0,3,1,1,3,3,2,5,3,0,1,1,1,3,3,2,2,2,1,6,4,0,0,0,1,0,1,2,4,3,2,0,0,0,3,3,3,1,0,3,0,1,1,2,1,3,0,0,2,0,3,0,0,2,3,2,3,2,1,1,0,0,0,0,3,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231010015000001,1,116,116,24,30,33,20,0,0,1,0,1,0,4,0,0,2,1,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,2,3,0,1,1,3,3,1,1,2,1,4,2,3,5,2,0,2,3,3,4,6,6,1,4,2,1,1,1,0,0,1,1,3,0,1,5,1,0,0,2,0,0,0,2,1,1,0,1,1,2,2,0,1,2,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231010015000002,8,221,221,82,17,77,15,4,3,1,1,13,0,2,0,5,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,2,3,2,5,4,3,6,4,2,6,4,3,4,2,5,2,4,3,5,6,2,6,7,7,3,6,1,5,5,4,3,3,5,2,4,3,2,8,1,2,1,1,4,4,2,1,1,3,2,1,1,2,2,4,4,0,2,2,1,1,4,0,0,2,1,2,0,1,3,2,0,3,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000001,1,193,193,54,22,45,27,0,1,1,0,18,0,3,0,14,0,7,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,1,2,1,4,3,3,2,2,3,4,4,2,3,7,2,2,6,5,5,3,8,8,2,3,1,2,1,3,2,3,1,2,1,2,4,0,3,3,7,6,2,1,1,2,0,4,3,2,1,1,3,2,1,0,4,4,2,3,5,1,0,0,1,2,3,0,0,1,1,2,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000002,1,138,131,48,12,38,15,1,2,0,0,12,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,4,3,3,2,5,3,1,2,3,3,3,2,2,1,2,2,1,4,3,1,2,2,4,2,2,0,3,5,2,4,2,1,6,2,3,3,3,4,1,5,1,0,0,0,1,3,1,1,3,0,1,0,1,0,2,0,1,0,1,0,0,2,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000003,1,272,267,114,17,70,26,3,4,1,1,24,1,0,1,2,1,1,0,0,2,0,4,0,0,1,0,0,0,1,0,2,0,0,0,3,1,4,5,2,3,6,5,5,7,6,8,2,7,4,1,3,3,6,4,2,6,4,5,3,9,6,4,7,4,7,5,3,4,4,2,6,6,7,4,2,4,3,3,4,4,2,1,4,2,3,3,3,2,0,1,3,4,3,3,2,3,7,2,2,0,0,2,2,1,0,0,0,1,2,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231020905000004,1,194,194,72,14,38,27,3,4,0,0,19,0,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,5,3,2,8,3,0,2,6,4,4,2,2,5,4,6,6,4,6,3,2,4,6,5,6,0,3,3,4,4,3,2,3,3,2,3,1,3,4,4,3,2,4,0,0,2,1,1,5,0,1,1,2,0,0,1,1,0,3,0,0,1,3,2,3,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231020905000005,1,685,683,208,88,182,96,6,13,3,1,60,0,6,0,16,2,2,0,1,0,1,7,1,0,2,0,0,0,1,1,1,0,0,1,10,11,12,4,14,9,7,6,15,17,21,15,11,15,21,13,20,14,11,10,17,17,7,9,14,11,13,11,13,10,14,14,11,11,12,8,7,9,11,10,8,8,9,10,12,8,7,11,5,5,9,3,7,4,6,5,9,4,3,3,2,7,4,4,2,4,2,3,1,2,3,3,2,2,2,2,0,2,2,0,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000006,2,233,233,49,45,70,32,8,2,0,2,20,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,4,1,5,2,4,5,9,3,5,5,3,6,4,6,4,3,3,2,3,2,6,4,3,8,6,1,4,4,5,5,6,8,2,5,3,2,5,2,3,2,3,3,0,6,3,2,2,1,3,1,2,0,2,2,0,0,3,2,4,2,0,0,1,1,0,1,2,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231020905000007,1,43,43,16,3,10,3,0,3,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,3,1,0,0,0,1,0,2,0,2,1,0,0,1,1,0,0,1,1,1,1,2,0,1,1,1,1,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000008,1,279,279,118,21,71,28,10,3,0,0,10,0,5,1,7,0,5,0,0,0,0,6,1,1,1,0,0,0,1,1,0,0,1,0,3,7,4,4,5,7,4,4,5,3,5,5,4,10,6,2,10,6,2,1,7,5,4,0,5,5,10,8,11,8,6,3,4,6,3,7,2,3,4,4,5,3,3,1,4,1,3,4,3,4,4,2,3,1,2,1,2,1,2,2,0,1,1,3,1,1,3,1,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231020905000009,1,829,828,272,98,217,113,24,11,5,0,49,1,12,0,25,0,1,0,0,1,0,11,0,2,2,0,1,0,1,2,0,0,1,2,15,11,11,6,10,16,14,12,14,15,23,27,16,20,25,18,16,27,21,18,20,20,12,11,17,8,15,12,10,18,12,13,15,12,12,13,19,10,7,9,7,7,12,9,6,7,5,7,12,8,6,3,7,7,6,6,4,6,6,7,2,5,6,5,1,5,6,6,0,6,2,4,1,4,2,9,3,2,1,1,2,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231020905000010,1,335,335,118,28,97,49,3,4,3,0,14,0,7,0,11,0,1,0,0,0,0,4,0,2,0,0,0,0,0,1,0,1,0,0,4,10,5,5,6,5,5,1,4,6,8,12,4,5,8,6,9,5,2,9,9,5,6,9,4,4,5,4,7,9,5,11,6,5,7,3,7,4,7,4,4,4,4,5,2,6,4,3,5,1,4,4,3,0,1,2,2,2,4,4,3,1,3,2,1,1,0,1,1,3,2,0,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000011,1,372,372,55,89,102,64,4,5,3,0,34,1,7,0,7,1,0,0,0,0,0,9,0,1,1,2,1,0,0,1,1,1,0,1,5,5,6,10,5,7,6,3,6,6,6,13,16,6,18,10,6,8,8,3,15,7,11,5,5,6,6,7,5,3,7,4,4,3,1,6,6,5,4,8,6,5,3,4,7,4,4,2,2,2,3,6,1,1,2,3,3,1,3,1,3,1,2,3,0,2,1,0,3,1,3,0,2,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
231020905000012,1,155,155,46,17,45,24,5,2,0,0,10,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,5,1,0,6,1,2,4,5,4,2,2,11,4,5,7,6,4,5,1,3,1,5,4,3,3,2,4,1,1,1,1,3,3,3,2,2,0,1,1,2,1,5,2,4,2,1,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000013,1,378,378,107,40,97,67,7,7,0,0,34,0,2,0,10,3,4,0,0,0,0,12,2,0,1,0,1,0,3,2,0,0,2,1,8,11,7,11,6,6,7,10,8,9,6,9,9,10,11,9,8,11,8,3,3,5,9,8,8,4,8,8,9,8,6,10,7,8,7,7,2,3,3,6,4,1,5,1,5,4,3,2,5,5,1,2,0,1,2,4,1,2,2,2,0,0,3,3,2,0,1,0,2,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231020905000014,1,223,195,80,20,45,21,0,5,0,0,15,0,3,0,4,0,5,0,0,0,23,4,1,0,1,0,1,0,1,0,0,0,0,0,2,3,0,2,1,4,4,3,2,4,2,1,2,4,4,5,0,5,4,3,2,7,6,9,9,3,3,1,7,4,9,2,0,3,2,1,2,0,3,2,2,4,5,4,4,5,3,1,3,3,2,2,2,0,0,4,4,2,4,2,3,5,1,1,1,4,0,2,2,2,0,0,2,1,2,2,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231020905000015,1,230,230,71,33,42,52,3,1,1,0,13,0,5,0,6,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,8,1,2,5,2,5,2,5,2,5,4,4,5,4,4,8,9,3,2,7,1,3,6,7,6,3,7,2,3,2,3,5,2,5,2,5,11,1,1,4,5,6,3,3,1,2,4,1,2,5,1,3,2,2,4,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231020905000016,8,592,592,215,46,165,79,17,2,1,0,45,0,7,1,11,0,2,1,0,0,0,5,0,1,0,0,0,1,0,1,1,0,0,1,7,9,6,10,9,7,13,13,14,16,18,16,20,9,13,9,15,12,15,13,9,10,9,10,14,10,9,10,10,7,9,8,4,13,14,10,14,8,3,7,6,6,6,5,3,9,5,4,5,4,5,4,1,1,4,4,1,4,5,1,6,4,5,3,5,4,4,0,3,5,2,2,2,2,6,2,3,0,3,2,2,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
231020905000017,8,188,187,68,7,43,30,3,2,3,0,14,0,5,0,5,1,4,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,4,0,7,3,1,4,4,2,6,5,3,6,5,2,3,3,2,2,2,4,1,1,3,4,2,1,5,2,3,3,3,5,3,0,2,5,9,2,4,3,1,0,2,1,2,1,2,0,2,2,2,0,1,2,1,1,2,2,4,2,2,0,2,1,1,1,2,2,3,0,1,1,0,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231020905000018,8,132,132,26,33,34,21,0,2,4,0,4,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,4,1,5,5,3,2,3,2,3,2,3,2,3,3,1,1,1,4,4,3,0,3,2,2,2,0,2,3,0,4,3,2,2,0,1,1,1,0,3,1,2,2,0,1,1,2,1,2,0,1,0,3,1,0,1,1,0,0,0,1,2,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231020905000019,5,119,119,38,15,30,18,4,0,2,0,8,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,4,2,2,0,1,0,0,4,3,2,1,5,2,6,1,3,2,3,3,4,3,1,2,3,2,1,2,3,0,1,3,1,1,0,1,2,4,1,1,4,0,3,1,0,0,2,2,1,1,3,0,0,0,0,1,1,1,1,1,1,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231020905000020,8,166,166,42,31,45,24,0,3,2,1,11,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,6,5,2,1,4,3,4,5,2,2,5,4,3,2,2,2,3,3,4,0,3,5,4,3,1,2,7,3,4,2,2,2,4,1,2,2,2,3,2,2,2,2,0,1,2,0,1,3,2,0,2,3,1,2,1,3,1,0,1,1,0,3,2,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231020905000021,8,360,360,130,26,102,38,6,9,3,2,31,1,3,0,6,0,3,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,1,6,5,6,2,5,7,4,6,4,4,7,10,5,10,9,9,6,6,2,3,9,4,7,8,10,5,9,2,5,9,6,6,2,10,5,10,4,3,6,3,4,5,4,9,2,5,5,2,5,3,0,2,4,4,5,1,1,2,2,1,4,3,2,2,3,3,1,5,0,2,2,4,1,1,0,5,1,3,2,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
231020905000022,8,381,361,121,54,115,37,2,5,2,1,24,1,7,0,10,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,2,1,1,4,2,3,4,6,4,5,9,10,12,9,5,7,4,13,4,8,5,3,12,6,6,4,6,8,5,8,6,11,6,5,5,3,7,3,10,5,5,9,11,6,0,2,6,4,4,1,3,5,5,0,1,7,3,2,3,4,3,2,4,4,3,3,3,4,3,1,2,7,0,0,3,3,3,1,2,0,2,0,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
