Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,
230370905000172,1,31,31,14,4,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,2,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000173,1,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230370905000174,1,16,16,4,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000175,1,139,139,26,37,44,14,2,2,1,2,4,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,3,5,3,3,3,7,4,0,6,2,5,4,3,4,4,2,5,2,4,1,2,1,4,0,1,3,2,1,1,1,1,0,2,1,0,1,3,2,0,1,1,2,4,0,3,1,2,3,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,2,0,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000176,2,170,170,30,59,39,15,6,5,2,2,6,0,2,0,3,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,7,1,2,4,0,1,0,2,4,3,1,5,3,7,3,2,4,2,2,5,5,1,4,2,5,4,2,1,7,3,4,7,1,3,0,1,5,5,2,3,1,3,1,3,6,2,2,2,3,2,1,0,0,0,2,0,1,0,0,2,1,2,0,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000177,2,306,306,67,76,78,37,6,2,11,1,9,0,3,0,4,4,8,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,4,6,5,4,6,4,10,4,4,7,4,10,7,9,6,8,7,14,8,6,5,6,5,3,8,8,6,4,5,9,3,2,6,1,7,6,3,5,10,3,3,3,2,5,1,3,1,2,3,5,2,0,4,2,1,2,2,2,1,0,2,4,1,0,0,0,1,1,2,1,2,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230370905000178,1,48,48,8,16,13,4,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,2,3,1,0,1,0,0,0,3,0,2,1,2,0,0,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000179,1,350,350,55,110,87,43,3,10,1,3,27,1,2,2,4,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,6,6,7,4,3,3,6,7,6,8,8,10,6,3,8,8,5,13,9,12,6,9,6,7,15,8,7,6,4,6,3,9,5,2,6,5,3,2,5,3,5,5,3,1,3,3,1,5,4,1,3,1,4,6,4,4,8,2,2,3,0,2,2,2,0,0,1,1,1,0,0,0,2,0,2,0,2,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000180,1,65,65,5,30,17,0,3,2,0,2,5,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,2,2,2,2,4,0,5,1,2,0,1,0,1,0,3,3,0,1,0,0,0,1,0,3,1,0,2,1,1,2,1,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000181,1,228,228,71,42,63,18,2,5,5,3,7,0,4,1,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,1,3,4,1,5,3,5,11,5,2,5,7,9,7,2,2,5,3,5,4,1,4,6,2,6,4,5,4,2,5,3,4,5,3,2,3,7,6,1,2,5,2,0,2,3,3,2,1,1,2,0,4,1,2,2,1,2,0,2,0,3,5,0,1,1,2,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000182,1,259,259,56,67,46,45,4,7,1,0,19,0,4,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,5,5,7,4,6,0,6,6,5,4,4,5,8,6,10,10,9,6,5,3,4,4,5,4,9,7,5,2,5,4,3,2,7,4,2,6,1,1,2,2,3,3,3,7,5,1,2,2,1,3,2,0,2,2,2,2,0,1,2,1,2,2,1,1,0,1,3,1,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000184,1,79,79,21,18,16,17,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,1,2,2,1,3,2,2,2,1,4,3,3,1,5,1,1,1,1,1,1,0,2,1,1,1,3,2,0,0,1,0,1,0,1,1,0,0,2,2,0,2,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000185,1,75,75,15,19,16,5,2,1,1,1,6,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,1,2,0,4,1,1,0,1,1,2,0,2,0,3,3,2,2,2,2,0,0,1,1,1,1,0,2,2,1,1,2,2,0,0,0,0,2,1,1,0,1,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
230370905000186,1,161,161,38,41,45,12,0,3,5,0,10,0,2,0,5,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0,1,0,1,4,3,3,1,4,1,1,2,4,1,0,3,6,6,2,1,2,8,5,5,1,3,3,3,2,0,1,3,1,1,1,6,0,2,4,5,2,1,2,1,1,5,2,2,0,5,0,5,2,1,0,0,3,2,1,2,0,2,0,1,1,2,1,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
230370905000187,1,239,239,62,54,57,29,11,6,1,0,14,0,1,0,2,2,0,0,0,0,0,7,0,0,0,1,1,0,1,0,2,2,0,0,4,5,2,7,1,3,5,2,4,6,2,6,7,6,8,7,9,7,3,1,8,3,5,7,6,7,3,3,3,4,2,4,1,4,3,3,4,3,3,0,1,2,0,4,1,4,1,3,2,2,2,2,2,4,4,1,1,2,0,2,1,4,0,1,0,3,0,0,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
230370905000188,1,169,169,22,54,48,19,7,0,2,1,8,2,1,0,1,2,2,0,0,0,0,6,2,0,0,0,0,1,0,1,0,2,0,0,3,1,5,3,5,1,3,3,2,5,5,6,2,3,5,2,6,7,3,3,9,5,2,2,2,2,1,1,4,0,2,2,2,4,1,1,5,1,2,0,5,3,5,2,1,3,1,2,1,1,1,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1,2,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000189,1,292,292,58,93,65,44,5,1,2,0,18,1,0,0,0,4,1,0,0,0,0,4,0,0,1,0,0,0,1,1,0,1,0,0,7,4,5,4,7,5,7,2,7,8,5,9,8,2,5,7,7,5,4,3,6,7,2,4,5,7,8,5,7,5,3,4,7,6,3,4,6,6,7,3,4,5,2,3,2,3,4,3,3,1,3,2,2,3,1,2,1,1,2,2,0,3,0,2,0,0,0,0,1,2,0,0,0,0,2,2,1,0,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
230370905000190,1,127,127,23,41,36,13,1,4,1,1,4,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,3,1,2,3,5,3,4,2,3,0,0,4,1,1,1,4,2,5,3,0,5,2,4,3,2,4,3,4,1,0,4,2,2,1,2,2,1,0,1,2,3,0,1,0,0,2,1,2,1,0,1,1,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000191,1,316,316,65,82,85,40,5,4,5,1,16,3,6,0,4,0,0,0,0,0,0,9,4,0,0,0,0,0,2,1,0,1,0,1,8,5,8,7,5,2,6,8,7,9,3,5,8,3,13,4,6,6,8,10,9,12,11,6,6,5,2,7,3,6,1,4,3,3,3,7,3,5,5,3,5,3,7,4,3,5,1,2,1,1,2,1,3,4,1,3,1,3,3,0,2,1,0,1,3,0,1,2,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
230370905000192,8,266,266,37,81,82,30,1,3,7,3,9,0,7,0,5,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,1,4,3,4,6,1,1,2,7,11,8,4,5,5,13,2,6,7,6,4,6,5,4,8,4,4,7,2,9,0,1,1,8,1,2,3,7,7,2,6,5,4,4,4,7,3,5,4,2,4,4,1,2,1,3,1,2,0,1,2,1,2,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230370905000193,8,560,560,144,141,121,77,8,3,8,1,28,0,11,1,10,4,3,0,0,0,0,6,1,1,1,0,0,0,1,2,0,0,0,0,3,7,8,9,7,10,18,7,11,11,9,9,13,18,11,9,11,8,13,10,12,10,10,16,9,9,5,10,9,9,14,12,16,9,6,10,9,12,11,18,11,10,10,6,6,10,11,3,3,6,7,2,3,4,4,2,0,0,8,4,2,3,1,1,1,2,1,0,2,5,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000194,8,234,234,55,65,57,29,3,4,2,0,12,0,3,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,4,3,4,7,2,2,2,4,7,7,5,11,8,3,6,5,7,4,4,2,5,1,1,9,6,1,6,1,5,1,8,5,1,2,6,6,5,4,6,3,4,3,3,3,1,3,3,0,2,0,2,2,1,4,1,1,2,2,0,0,0,0,3,1,0,1,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000195,8,187,187,68,26,34,30,5,4,0,0,13,2,3,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,5,1,4,2,2,3,0,3,1,5,1,8,8,3,5,8,7,7,4,3,3,4,4,5,0,0,4,4,3,5,1,3,2,4,1,2,6,4,3,3,4,3,1,1,1,3,3,1,0,1,1,1,3,1,0,3,2,1,0,3,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000196,8,545,545,128,148,149,65,5,4,6,0,19,1,3,1,8,5,3,0,0,0,0,6,0,1,1,0,0,0,0,1,0,1,0,2,10,12,10,9,13,9,7,7,11,16,10,13,9,8,14,10,11,11,9,11,8,10,7,13,14,10,10,10,7,11,15,7,11,7,9,6,9,5,9,13,3,6,7,11,8,7,8,2,4,7,10,6,0,5,5,1,4,1,6,4,2,4,1,4,2,2,0,0,1,3,0,1,3,2,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,
230370905000197,8,584,584,130,149,164,77,0,6,7,3,37,1,4,0,3,0,3,0,0,0,0,5,1,1,0,0,0,1,0,0,1,0,1,0,10,14,5,9,11,12,9,10,12,9,16,15,20,9,14,23,14,16,12,12,11,9,7,9,12,9,9,7,12,9,12,7,10,5,8,8,9,11,11,10,11,14,11,3,12,7,7,10,7,8,6,4,2,2,2,2,2,2,4,4,3,4,3,2,2,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000198,8,288,287,67,71,64,43,9,1,4,0,18,1,5,0,4,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,3,2,8,4,8,7,5,6,4,9,5,4,5,10,8,5,7,7,5,4,4,8,4,3,5,7,6,1,6,2,4,5,3,3,9,3,4,1,2,9,6,13,7,5,1,5,2,3,6,3,1,1,4,2,5,1,0,0,0,1,3,0,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000199,1,54,54,9,18,14,9,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,2,3,1,1,0,3,1,2,0,1,0,2,2,1,3,2,1,1,0,0,2,1,2,0,0,1,2,0,0,2,1,0,1,0,0,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
230370905000200,1,182,179,49,36,45,10,2,0,11,1,7,0,12,0,7,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,6,2,3,4,2,2,7,7,6,4,4,2,4,2,5,2,2,4,3,5,4,6,2,5,3,4,6,2,2,5,2,1,2,3,2,4,3,4,3,2,2,2,2,3,2,1,3,0,0,3,0,2,0,3,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000201,1,189,189,44,68,31,22,4,1,3,0,2,0,3,0,8,0,0,0,3,0,0,5,0,1,1,0,1,1,1,0,0,0,0,0,5,1,1,1,4,0,1,4,2,2,0,3,2,0,3,3,4,4,1,3,2,5,2,4,7,3,6,9,7,4,3,8,4,5,3,3,2,8,1,8,2,3,4,3,1,1,4,1,0,1,1,2,1,2,0,1,1,1,1,0,2,0,3,1,1,2,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000202,1,276,276,66,115,45,20,1,0,9,1,2,0,4,0,5,3,5,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,1,6,5,2,3,1,2,3,2,3,4,3,1,4,5,3,2,4,4,4,2,2,9,8,10,13,9,7,6,5,9,7,8,14,6,5,6,4,4,7,6,4,5,3,3,5,3,3,1,1,3,4,2,2,2,3,1,1,2,2,1,2,0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000203,1,375,375,120,44,98,29,6,2,27,0,19,0,20,0,8,0,2,0,0,0,0,8,0,1,0,1,1,1,0,3,0,0,1,0,10,6,7,10,3,6,9,8,7,11,7,7,15,10,10,9,12,11,7,7,3,9,5,3,3,6,6,5,2,5,8,4,5,4,9,6,5,4,9,11,6,4,2,7,6,4,1,3,6,2,5,0,3,1,2,1,1,2,2,6,1,2,0,1,0,3,0,0,2,3,0,0,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000208,1,188,188,38,61,42,18,2,0,4,0,7,0,6,0,7,0,2,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,5,4,1,1,2,1,3,3,1,5,3,2,4,3,2,0,4,6,4,4,3,5,4,3,7,9,1,3,4,3,3,6,2,2,2,4,1,2,2,2,4,5,2,2,5,2,0,4,1,2,2,4,3,1,2,0,2,0,1,1,0,2,0,1,3,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
230370905000209,1,215,215,40,92,47,14,5,1,2,0,6,0,0,0,4,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,6,3,4,4,2,4,4,4,3,8,0,5,3,3,2,2,6,2,5,8,3,3,4,3,9,5,6,3,3,4,3,1,2,6,5,1,1,3,2,2,2,4,3,5,2,3,0,3,0,3,2,2,3,3,2,2,2,0,2,1,0,3,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230370905000210,1,297,297,58,98,81,28,4,1,4,1,5,0,4,1,8,2,1,0,1,0,0,6,1,0,0,1,0,0,0,0,1,0,1,2,8,3,4,4,1,8,3,8,5,13,5,6,8,2,10,6,3,6,6,4,6,6,6,5,10,7,3,5,5,6,3,6,4,3,9,6,7,4,2,3,2,3,5,5,5,4,2,4,3,1,3,2,3,3,3,1,2,1,1,2,0,2,3,0,1,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370907000001,1,569,569,220,71,161,45,3,6,16,2,27,1,13,1,3,0,0,0,0,0,0,12,1,2,1,0,1,1,1,2,0,1,2,0,6,8,8,8,10,13,6,9,4,11,14,17,18,19,5,17,13,13,10,10,10,11,6,14,7,8,7,11,10,6,8,12,6,7,7,8,13,11,3,6,4,12,5,6,6,6,10,7,6,3,5,5,4,7,4,2,9,5,3,3,1,5,4,3,3,3,3,4,0,3,6,0,1,2,2,3,0,1,0,0,0,3,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
230370907000002,8,451,451,33,162,159,42,0,7,1,1,21,0,0,0,24,0,1,0,0,0,0,8,0,0,0,0,0,0,2,3,1,2,0,0,10,10,4,4,8,15,5,9,19,17,13,15,11,5,13,14,9,10,5,9,11,10,6,5,7,10,5,5,12,8,8,9,5,6,6,5,4,4,3,6,6,4,3,5,7,4,4,3,2,4,1,4,3,3,4,3,2,1,3,4,1,2,3,3,3,2,2,2,3,1,1,2,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
230370907000003,8,248,248,58,69,77,22,0,3,1,0,7,2,3,2,2,1,1,0,0,0,0,9,0,0,1,0,0,1,1,1,2,1,2,0,4,3,3,1,2,4,4,4,8,7,2,4,4,7,4,11,8,7,5,8,7,3,4,6,9,3,5,6,5,2,6,3,2,3,3,3,3,3,2,3,3,3,3,1,6,1,0,5,3,0,0,0,2,1,0,1,1,0,0,1,2,3,3,1,2,1,1,1,1,2,0,0,0,1,3,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370907000004,8,143,143,18,49,57,9,0,4,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,5,1,5,1,5,1,2,2,4,2,4,6,5,5,1,2,5,1,5,1,2,4,1,1,6,1,1,1,5,2,1,0,4,2,3,1,0,1,3,0,3,2,1,1,3,0,1,0,1,0,0,2,0,1,1,2,1,0,3,0,1,0,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370907000005,8,126,126,40,18,39,2,0,6,3,2,9,0,4,0,2,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,3,2,0,0,4,3,1,3,2,3,4,4,1,1,5,4,1,3,3,1,2,1,5,3,4,3,3,3,1,1,0,2,0,1,1,4,1,1,1,0,0,2,2,3,3,0,3,1,2,0,1,0,1,1,0,0,2,0,0,0,1,2,2,3,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230370910000001,1,474,474,96,143,126,49,0,3,3,3,29,0,6,1,12,2,1,0,0,0,0,10,0,2,1,1,0,1,1,3,0,0,0,1,6,11,9,4,11,10,6,4,15,11,7,5,10,5,17,11,10,11,10,12,4,9,6,7,8,9,4,8,9,3,13,7,7,8,12,5,4,9,4,7,3,7,5,7,7,8,6,5,5,4,3,3,3,3,4,2,4,4,5,0,2,4,3,2,0,2,3,2,2,2,1,1,2,5,0,2,0,1,4,0,0,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
230370910000002,8,244,244,88,20,90,23,1,2,4,0,14,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,2,5,3,7,2,1,4,8,7,4,9,8,8,7,9,6,6,6,8,5,3,7,5,2,3,3,5,4,3,1,5,2,5,4,5,4,2,4,2,2,5,2,5,3,1,4,1,4,2,1,2,2,0,1,0,0,0,0,1,0,2,1,0,2,2,1,0,0,1,2,2,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370910000003,8,230,230,41,72,76,18,3,3,1,1,9,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,1,1,0,7,2,3,5,2,5,1,5,2,6,7,5,11,2,7,5,5,2,5,4,4,4,9,2,7,5,5,6,4,5,6,4,2,2,3,4,2,1,3,3,1,0,2,0,2,1,2,5,2,4,0,1,2,2,5,2,1,1,1,3,4,1,0,0,1,2,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230370910000004,8,550,550,70,206,166,47,13,5,1,5,19,2,1,0,11,4,0,0,0,0,0,11,2,1,2,0,1,1,2,1,1,0,0,0,6,12,12,9,11,13,7,12,16,11,14,15,9,14,9,8,6,9,8,14,11,9,12,8,12,16,9,8,8,11,13,6,8,5,15,12,12,10,5,9,7,6,4,6,5,6,2,3,2,3,0,2,6,4,4,2,4,5,2,4,4,3,2,3,2,3,2,4,2,5,0,3,2,1,0,3,1,0,1,2,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
230370910000005,8,449,449,64,155,119,29,11,7,10,2,29,3,7,1,11,0,1,0,0,0,0,7,1,2,0,0,0,2,0,0,0,1,0,1,7,8,7,11,4,6,4,11,13,15,17,10,12,5,16,10,7,14,12,5,11,5,13,5,6,4,7,6,9,11,5,10,5,7,4,5,3,5,8,5,4,9,4,6,2,3,4,5,5,3,1,5,1,1,2,5,4,3,1,3,2,2,3,4,1,2,1,2,0,1,2,1,2,2,2,1,2,1,1,7,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230370910000006,8,559,559,122,145,167,48,16,1,6,2,30,1,2,0,14,4,1,0,0,0,0,9,1,1,0,0,0,2,2,0,0,0,2,1,8,5,8,13,13,15,13,10,15,7,11,14,18,19,7,15,11,12,12,10,14,11,13,9,4,9,5,5,4,14,11,8,8,10,8,4,4,8,7,5,7,9,7,5,11,10,3,3,2,2,6,8,4,2,4,5,2,3,4,4,5,7,2,1,3,4,3,1,5,2,2,0,3,0,1,0,0,2,2,1,3,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,
230370910000007,8,333,333,93,64,84,30,2,3,6,2,22,3,6,0,15,3,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,2,0,3,1,6,10,6,1,9,6,7,3,5,7,8,7,2,6,9,7,5,7,7,4,8,5,9,9,5,6,2,3,4,6,1,7,8,4,3,5,4,5,0,3,3,3,4,2,5,7,12,4,2,1,1,4,2,6,2,0,5,5,3,1,0,1,1,1,3,1,4,3,1,0,0,1,0,1,0,0,2,2,1,2,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,
230370910000008,8,94,94,29,11,34,11,0,2,0,0,5,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,2,2,0,4,2,2,0,4,4,1,3,1,2,2,0,3,0,2,2,2,1,1,1,2,1,1,1,1,1,4,1,2,2,0,0,1,2,1,2,0,1,1,3,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230370910000009,8,115,115,21,39,28,10,2,3,1,1,6,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,2,1,2,4,3,1,2,5,4,4,0,3,3,3,4,1,0,0,0,2,2,1,1,1,4,1,1,2,6,2,1,3,0,3,0,0,1,2,1,2,1,1,1,2,0,0,2,0,1,2,4,2,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
230370910000010,8,402,402,113,78,133,23,3,7,2,1,24,2,5,1,10,0,0,0,0,0,0,10,1,0,0,2,0,1,0,1,2,1,2,0,6,6,5,5,7,6,5,15,5,18,9,7,7,7,16,5,13,5,5,11,9,10,6,7,10,5,10,5,6,8,6,9,6,7,8,3,4,8,2,5,2,2,3,2,5,7,1,4,7,2,0,3,1,1,4,7,4,1,3,4,1,1,2,1,2,1,0,3,2,4,2,0,2,2,1,0,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
