Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,
230870805000017,1,439,439,99,125,94,57,4,4,6,1,19,1,14,0,1,0,14,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,6,6,7,1,5,4,9,1,5,7,10,4,2,8,11,5,13,7,2,6,10,4,5,6,8,5,9,8,7,6,17,8,8,4,10,8,6,11,8,9,9,7,8,8,9,7,6,6,4,2,3,3,5,3,1,5,2,7,3,3,5,2,4,3,4,1,0,4,2,3,2,2,4,4,4,2,1,1,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,
230870805000018,1,383,382,107,103,69,53,3,6,7,1,15,0,8,1,4,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,4,4,7,4,3,5,5,2,5,6,9,5,3,9,6,1,5,6,6,9,9,7,2,3,8,1,10,6,2,9,5,13,6,7,7,11,13,7,4,8,8,4,4,7,7,6,2,7,2,3,3,9,5,2,2,2,3,4,5,3,2,8,3,1,3,2,0,2,1,6,1,4,1,3,2,0,1,0,0,0,2,1,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
230870805000019,1,391,391,91,112,85,44,1,1,9,1,21,4,8,0,9,0,4,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,5,3,1,4,5,2,2,2,5,3,6,12,5,11,2,6,5,6,4,5,6,5,9,8,10,7,6,8,3,7,7,9,5,7,2,6,5,4,9,7,7,1,6,2,11,12,7,4,7,7,2,9,3,5,5,2,3,6,1,7,2,3,6,1,5,2,1,2,2,6,1,3,2,0,6,2,3,1,0,0,2,1,0,1,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,
230870805000020,1,398,392,59,140,118,32,10,3,5,1,19,0,1,0,6,3,0,0,0,0,0,7,1,0,0,0,2,1,0,0,1,0,1,1,3,8,8,5,6,11,5,10,11,7,2,13,5,7,14,5,9,6,6,11,3,7,6,8,8,4,11,5,3,6,7,6,4,3,6,9,6,6,5,4,4,5,5,5,7,11,6,2,1,4,4,3,1,3,1,2,0,4,1,1,2,3,2,3,3,5,3,2,5,2,1,3,2,1,1,1,0,2,1,2,1,1,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
230870805000021,1,318,318,79,89,53,48,1,3,5,1,22,0,6,0,10,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,4,4,4,4,5,5,4,3,5,7,4,3,4,8,9,5,8,7,4,4,11,7,6,7,7,4,4,4,3,6,5,3,3,6,7,5,5,5,6,5,8,5,4,4,0,3,3,2,2,5,4,7,2,5,3,3,2,1,6,6,3,2,2,0,2,1,1,0,3,1,2,0,0,0,1,0,0,2,1,1,0,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
230870805000022,1,441,441,146,103,80,45,6,3,10,3,26,0,6,1,9,1,1,0,1,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,4,6,5,4,5,9,1,6,5,7,8,3,9,6,14,9,10,7,10,8,8,11,5,6,7,11,12,7,8,5,1,7,10,9,5,11,10,6,6,5,3,5,9,3,8,7,6,8,5,3,4,4,3,3,5,4,2,1,1,7,3,4,5,3,1,5,3,2,2,2,2,0,3,3,1,2,2,2,1,1,3,1,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,
230870805000023,1,431,431,102,125,85,48,5,5,6,3,27,0,10,0,8,5,2,0,0,0,0,8,0,2,2,1,1,0,1,1,0,0,0,0,8,3,4,9,4,5,2,5,8,7,6,5,11,7,8,6,12,8,5,6,3,11,8,9,7,10,10,6,5,8,9,6,8,5,8,9,8,6,5,5,8,4,6,2,6,5,7,2,8,11,0,2,8,4,6,7,6,3,4,2,3,2,3,3,3,2,5,2,1,2,2,0,0,3,5,0,0,2,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
230870805000024,1,427,427,128,107,75,60,3,4,7,1,26,0,7,0,6,3,0,0,0,0,0,8,1,0,2,2,0,0,0,0,1,0,2,0,7,5,4,4,4,3,6,4,1,9,8,7,8,4,3,6,8,4,6,11,14,8,14,7,6,6,12,7,11,7,6,9,5,7,10,6,5,6,7,4,5,6,6,5,6,3,10,1,6,4,5,3,6,6,6,6,2,6,3,5,6,3,0,3,3,3,4,2,2,2,2,2,1,1,2,1,1,1,1,2,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,
230870805000025,1,279,277,73,71,56,28,1,4,5,1,19,0,5,1,8,0,7,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,4,4,2,5,5,3,1,2,5,3,6,3,2,4,6,10,10,6,4,1,4,6,6,5,5,5,3,5,1,1,1,5,4,4,4,5,4,3,4,5,4,2,8,2,2,7,1,4,1,7,6,3,6,2,4,0,3,4,3,4,1,4,2,0,0,1,1,0,1,4,0,1,3,0,0,1,2,3,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,
230870805000026,1,337,337,101,75,56,41,3,3,8,0,20,0,7,2,12,8,0,0,1,0,0,9,1,2,1,2,1,0,0,0,1,0,1,0,3,5,1,1,6,3,1,2,2,8,4,9,6,6,3,0,4,0,4,6,8,4,2,7,3,8,4,10,6,6,3,3,3,8,4,3,8,3,2,3,12,6,4,6,5,3,7,3,4,2,5,7,5,4,5,4,3,5,4,3,2,4,5,1,3,1,1,0,4,5,2,2,4,2,1,3,0,1,3,2,2,4,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,
230870805000027,1,546,545,148,151,112,67,8,7,5,1,27,1,8,0,8,2,1,0,0,0,0,8,2,0,0,0,2,0,0,0,2,0,0,2,14,6,4,7,3,5,7,5,14,8,5,10,6,12,4,13,10,15,7,12,7,9,15,7,7,7,16,10,7,9,7,8,5,9,6,6,7,8,8,6,12,6,5,10,7,13,10,5,8,3,2,5,12,5,3,7,5,3,5,10,4,4,1,9,4,3,1,4,5,6,2,1,3,3,5,1,1,3,3,0,0,0,1,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,
230870805000028,1,428,428,89,107,86,75,13,9,2,1,34,0,3,0,4,5,0,0,0,0,0,9,1,1,0,0,1,3,0,0,0,0,2,1,7,6,6,4,9,5,4,11,10,8,5,13,7,12,5,14,14,11,7,10,8,11,6,12,4,10,16,7,10,5,5,4,4,1,6,9,8,3,9,7,2,4,8,1,4,5,2,5,3,6,3,4,6,4,2,0,5,0,3,4,3,5,1,0,2,4,2,0,1,2,2,1,1,0,2,2,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000029,8,25,25,4,7,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000030,8,227,227,19,107,58,18,4,5,1,1,9,0,1,0,2,2,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,3,3,3,9,2,4,1,2,5,4,4,3,1,5,8,3,6,8,4,6,3,6,4,2,3,3,2,2,8,1,2,2,9,2,1,5,4,2,3,3,3,2,2,3,4,3,3,4,3,2,0,0,2,1,0,1,6,4,2,2,0,1,1,0,2,1,4,2,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
230870805000031,8,401,401,78,138,78,56,9,5,8,2,22,0,3,0,1,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,5,6,7,4,6,4,9,9,3,5,5,14,9,16,6,12,4,7,6,9,6,4,2,3,6,5,6,4,4,9,6,7,7,4,6,6,7,5,6,6,5,11,8,4,5,4,8,1,2,9,1,2,5,3,5,2,3,3,5,7,3,4,2,1,1,4,7,3,2,2,0,2,1,4,1,0,1,0,1,4,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
230870805000032,8,308,305,45,117,73,28,4,3,7,2,20,0,3,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,4,2,9,6,6,1,8,5,6,3,9,5,5,1,6,4,5,15,3,4,5,4,3,4,10,8,6,5,4,1,3,2,4,4,5,1,5,1,2,7,6,4,4,3,5,4,6,2,6,4,3,2,3,2,6,7,3,4,4,3,2,1,1,1,5,1,0,0,1,0,1,3,0,1,0,2,0,1,3,1,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,
230870805000033,8,202,202,47,65,54,13,7,3,3,2,6,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,2,3,2,2,4,2,4,2,3,2,7,7,8,4,3,6,4,6,0,4,3,8,2,2,3,2,2,2,0,4,9,1,5,3,1,0,1,4,2,4,4,1,4,2,2,4,3,6,1,1,4,2,0,3,1,1,3,0,1,1,2,0,2,0,1,1,2,3,0,0,2,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
230870805000034,8,223,223,32,97,64,15,6,2,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,5,3,2,5,1,5,3,3,4,5,3,5,2,4,3,7,8,4,3,7,4,3,1,4,6,2,1,4,2,7,0,2,3,4,6,3,5,2,3,3,4,3,5,2,3,6,3,5,1,3,2,1,0,1,1,2,1,1,1,0,1,2,0,0,0,1,1,4,2,1,1,4,1,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000035,8,461,461,47,198,138,22,7,7,5,0,22,0,4,1,7,0,3,0,0,0,0,4,0,0,1,0,1,0,0,1,0,1,0,0,8,4,10,4,6,11,7,9,6,8,7,10,6,17,7,10,9,13,9,7,12,13,9,8,6,4,8,14,8,10,7,2,6,6,6,6,7,7,6,3,8,4,2,5,10,4,3,8,5,5,2,2,7,4,6,4,2,5,5,3,6,2,3,6,2,1,1,5,2,0,2,2,1,0,2,1,0,2,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000036,8,179,179,22,65,52,24,3,1,1,0,7,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,5,5,2,0,10,2,3,6,3,5,4,2,3,0,3,2,8,4,5,2,0,2,6,2,3,3,1,1,4,1,2,6,6,2,3,3,6,2,2,4,4,3,1,0,1,0,1,3,0,1,1,3,0,1,2,2,0,1,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
230870805000037,8,166,166,10,64,45,18,1,4,3,0,15,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,1,2,2,4,1,4,6,4,3,5,3,1,8,2,4,1,5,1,1,1,7,1,7,3,4,2,1,2,2,3,2,4,4,3,1,3,1,2,2,2,3,5,2,1,2,0,1,2,2,1,2,2,1,1,0,2,1,1,2,0,1,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000038,1,230,230,50,63,57,22,0,3,2,2,12,0,2,1,13,3,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,1,0,2,2,1,3,5,5,6,5,1,3,5,4,9,5,1,3,8,5,5,3,3,3,7,3,3,4,8,1,1,3,4,1,7,5,3,7,6,1,2,5,3,1,2,2,1,3,2,1,4,0,4,2,2,3,1,0,4,3,3,0,4,1,1,1,0,0,1,2,2,2,3,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
230870805000039,1,659,658,168,197,126,72,6,8,9,5,39,1,5,0,6,13,1,0,3,0,0,8,0,0,1,0,1,0,2,2,0,2,0,0,7,8,5,9,9,10,10,4,7,15,8,6,9,6,3,8,10,14,10,10,6,7,12,10,11,12,9,16,11,11,10,10,11,11,14,17,7,15,13,7,9,7,11,10,12,16,10,8,9,11,2,7,4,7,8,9,5,13,6,3,6,3,6,4,8,2,9,2,6,3,4,2,7,3,4,2,1,7,0,2,2,3,1,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
230870805000040,1,399,392,138,61,106,51,6,4,2,0,19,1,0,1,7,1,2,0,0,0,0,12,2,1,0,2,2,1,0,1,1,1,0,1,14,10,7,8,11,2,2,7,10,6,8,13,8,14,8,7,12,11,6,9,9,11,9,2,2,4,6,9,7,8,4,2,9,6,2,7,4,4,3,5,3,2,7,6,3,7,6,3,8,4,0,1,3,4,3,3,1,1,5,1,1,1,3,4,1,0,1,2,1,1,0,2,4,0,2,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000041,1,168,168,34,58,38,13,4,5,1,2,6,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,5,5,1,0,5,3,3,2,3,3,1,4,2,4,1,1,3,2,3,0,4,3,8,1,2,4,1,4,2,2,5,4,2,1,3,4,1,2,5,3,0,5,2,3,3,2,0,2,1,0,3,1,0,2,1,1,0,2,1,1,2,0,0,2,2,1,0,3,0,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
230870805000042,2,199,199,40,64,51,18,1,2,3,1,12,0,3,0,2,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,1,0,5,2,2,5,1,4,7,1,3,2,5,7,5,5,2,4,6,4,1,3,1,4,3,1,2,3,4,3,1,3,9,2,3,8,6,3,1,2,5,2,3,1,1,3,5,4,3,1,1,3,1,1,1,5,0,1,1,0,4,1,1,0,1,0,0,1,1,1,0,1,0,1,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000043,1,160,160,30,48,37,23,1,2,1,0,15,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,5,1,1,3,1,3,1,2,2,2,2,0,0,1,0,1,1,2,4,3,2,4,3,3,0,3,2,2,0,5,0,1,1,1,2,1,4,3,2,7,3,3,4,1,1,3,4,1,2,2,1,2,1,2,0,0,4,1,0,1,0,2,4,2,2,3,2,1,5,7,2,0,3,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000044,1,389,389,94,115,87,42,6,6,6,4,14,0,7,1,5,0,1,0,1,0,0,8,0,1,1,0,1,2,0,0,0,2,0,1,5,2,2,5,3,7,9,2,3,9,5,3,12,3,6,5,8,5,9,8,5,9,8,8,7,7,3,10,4,9,6,12,8,10,6,9,8,4,4,4,8,6,6,7,5,5,5,2,3,3,4,3,6,6,4,2,1,2,3,2,4,2,5,4,2,2,3,1,2,1,0,0,1,3,0,5,0,1,1,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,
230870805000045,1,373,373,100,105,60,46,13,3,8,1,18,2,5,0,8,3,1,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,1,0,3,2,7,3,3,4,8,6,1,10,7,8,5,3,13,2,12,5,5,8,11,6,3,13,8,7,4,10,6,7,3,5,6,10,5,8,5,7,5,5,3,8,5,5,6,2,7,2,5,3,9,4,5,5,3,3,4,3,4,4,2,3,1,1,2,1,2,2,1,1,0,2,3,3,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230870805000046,1,386,384,115,86,73,55,2,2,10,0,25,2,2,0,12,2,0,0,0,0,0,6,1,0,0,3,1,1,0,0,0,0,0,0,6,7,7,6,8,2,1,3,1,3,8,13,5,10,10,6,16,10,4,7,8,9,5,7,8,7,7,6,2,5,9,4,3,6,2,3,9,4,8,3,6,5,2,3,5,7,2,4,6,9,0,2,5,4,5,3,2,5,3,3,1,2,8,3,4,1,1,2,0,5,1,0,3,4,2,0,3,1,0,1,2,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
230870805000047,1,272,272,84,73,46,35,1,1,8,2,10,0,3,0,6,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,3,2,0,2,1,3,3,5,4,3,6,3,2,2,2,8,6,4,6,2,6,4,10,8,6,2,5,4,5,4,3,4,4,5,5,6,6,3,3,3,5,4,1,1,6,7,3,4,3,3,1,8,2,6,2,4,4,3,3,1,3,2,1,2,1,2,0,1,1,0,0,0,0,2,3,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,
230870805000048,1,339,339,114,63,67,52,6,3,1,1,13,0,7,0,10,1,0,0,1,0,0,6,0,0,1,0,2,1,0,1,0,1,0,0,9,3,3,5,6,4,4,7,4,6,9,6,4,11,9,3,5,6,2,8,4,7,4,5,7,3,5,7,4,5,6,4,6,8,4,7,11,7,3,6,4,4,7,10,3,2,6,4,5,4,3,4,3,0,3,4,2,3,1,3,4,3,1,0,0,0,4,2,1,2,5,0,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000049,1,120,120,37,39,20,7,1,0,2,1,3,0,3,0,2,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,0,1,1,1,2,0,4,0,2,1,0,1,1,0,0,3,5,0,3,1,2,3,3,0,0,2,0,1,1,3,5,3,1,2,2,5,2,1,1,0,1,1,2,1,3,1,1,3,3,1,0,1,1,0,1,1,3,1,2,3,0,2,2,1,1,1,2,2,0,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000050,1,87,84,24,26,20,4,1,0,1,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,2,1,1,3,4,1,2,1,2,1,1,1,1,5,0,1,3,0,1,1,4,0,3,2,1,0,0,1,1,2,2,2,0,4,3,2,1,2,1,0,0,0,2,2,2,0,0,0,1,1,2,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870805000051,1,237,237,56,76,41,25,7,2,3,0,8,0,6,0,7,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,3,2,2,4,6,7,1,3,2,4,6,5,2,7,1,5,5,4,4,4,7,5,5,4,6,2,4,5,5,2,4,5,3,3,3,5,4,4,3,1,4,6,0,0,3,0,3,3,2,2,4,1,7,0,5,1,1,0,0,2,1,3,3,1,3,1,1,1,1,0,3,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
230870805000052,1,80,80,17,27,18,10,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,2,1,1,2,2,0,3,1,0,0,0,0,1,0,2,1,2,1,3,5,2,3,1,2,3,1,0,2,0,0,0,0,0,0,1,0,4,1,1,1,3,1,0,0,0,0,1,1,1,2,3,0,0,1,2,1,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230870810000001,1,234,234,82,51,58,23,3,1,1,0,12,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,4,4,1,4,3,3,6,9,6,7,2,3,9,2,3,4,3,5,1,6,6,6,2,1,4,6,3,4,5,6,1,2,3,5,3,2,1,1,2,4,3,3,1,4,1,1,3,8,2,3,2,2,1,1,4,3,1,2,4,1,0,1,0,1,5,3,0,1,0,3,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
230870810000002,1,297,297,108,40,89,33,0,4,1,1,16,0,1,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,4,4,7,7,4,2,10,11,4,6,10,13,6,11,6,4,7,7,4,6,4,5,2,5,6,4,5,6,8,3,5,1,5,5,5,5,2,2,2,5,4,5,3,3,2,4,4,1,1,1,4,0,1,5,1,2,2,2,2,4,2,1,0,1,2,0,1,2,1,4,0,1,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230870810000003,1,321,321,85,68,102,36,3,7,2,2,11,0,0,1,3,1,0,0,0,0,0,6,0,0,3,1,0,0,0,1,0,0,1,0,4,3,5,9,6,3,9,7,12,8,10,9,4,7,7,7,11,7,7,5,5,8,6,10,8,3,7,5,4,5,3,5,4,4,3,3,3,1,1,2,3,3,0,4,5,4,4,5,5,3,3,1,1,5,1,0,1,2,4,0,1,3,5,0,0,2,2,0,0,0,1,2,1,2,0,0,2,1,1,1,2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,
230870810000004,8,303,303,44,114,83,20,3,6,7,2,16,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,2,2,7,8,5,2,5,8,6,5,3,13,9,12,8,1,3,5,3,4,6,3,4,7,1,5,5,6,2,5,3,4,4,6,6,2,0,6,5,2,2,4,7,2,2,0,6,1,1,3,3,5,2,5,2,3,6,1,2,5,1,1,4,3,0,1,2,3,1,0,1,1,3,0,1,2,2,1,1,0,0,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
230870810000005,8,202,202,23,83,62,6,5,0,2,3,13,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,1,0,1,0,2,0,1,0,1,2,1,4,4,7,5,3,1,4,3,4,5,4,5,6,6,4,3,2,5,2,3,2,2,3,3,3,2,1,2,2,2,3,0,3,5,3,1,4,3,3,1,4,2,5,4,1,0,2,2,2,4,1,2,2,2,2,2,2,0,1,1,2,3,1,4,1,1,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,
230870810000006,5,331,331,97,85,65,32,6,3,8,2,16,2,4,0,7,2,2,0,0,0,0,9,1,1,1,2,1,0,0,1,1,0,0,1,1,3,6,7,7,4,7,6,5,3,4,7,4,12,5,7,7,5,5,2,6,7,6,6,3,7,4,4,9,4,4,4,4,0,6,0,4,3,6,3,7,2,3,5,2,4,3,5,2,3,4,1,6,0,3,4,3,6,5,2,2,2,0,2,4,5,7,2,2,2,3,2,2,3,3,0,1,0,1,1,0,2,1,0,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,
230870810000007,8,194,194,24,76,48,18,7,1,3,0,13,0,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,4,1,1,1,4,6,4,5,2,1,5,5,3,4,5,5,2,5,8,4,6,0,5,1,1,4,1,0,2,1,2,2,4,4,6,3,0,2,3,1,1,4,4,3,3,1,1,0,2,2,2,2,3,1,1,0,1,1,1,0,0,1,4,2,4,0,2,2,1,0,1,0,2,2,0,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,
230870810000008,8,265,265,64,71,71,18,0,3,2,0,22,0,3,0,5,6,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,6,4,5,6,7,6,7,4,4,5,11,5,9,3,6,4,2,2,5,2,3,4,5,4,4,6,2,2,2,2,2,4,7,2,2,3,1,4,3,4,5,4,2,1,1,2,5,1,0,2,2,5,4,2,2,2,3,0,2,3,2,2,4,1,4,4,0,5,1,0,1,1,3,4,1,0,2,1,1,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
230870810000009,8,100,100,25,31,25,12,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,3,3,2,2,2,1,1,1,1,1,2,4,1,2,1,2,6,2,2,2,1,1,0,3,2,3,0,3,0,1,1,0,0,1,2,2,0,1,0,1,2,1,0,1,1,1,1,1,0,2,0,0,2,1,1,2,0,0,1,0,3,0,1,2,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230870810000010,8,133,133,19,41,57,2,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,1,1,2,3,8,4,3,3,3,5,7,4,4,4,1,1,0,7,2,2,3,0,2,5,1,2,1,0,0,2,1,3,2,2,1,3,3,1,3,0,2,0,0,1,2,1,0,0,0,0,2,2,3,2,0,0,1,1,4,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870810000011,8,252,252,22,101,91,10,3,2,1,1,10,0,1,0,6,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,2,7,1,7,8,8,4,10,9,5,8,4,4,5,6,3,3,4,2,2,2,2,8,8,1,1,4,5,6,5,4,3,4,2,5,0,5,2,3,2,2,3,2,3,1,3,1,1,1,4,3,3,2,2,4,2,2,2,2,2,3,1,1,2,1,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
230870810000012,8,160,160,6,70,61,11,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,0,0,0,0,1,3,4,2,1,6,3,2,5,5,5,4,2,3,8,5,3,1,5,2,3,2,3,6,3,2,0,2,2,2,1,0,1,4,0,1,2,1,4,1,0,1,2,3,3,1,1,0,0,5,2,5,1,0,1,4,0,0,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230870810000013,8,11,11,1,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
